"material","density","pressure","energy","velocity:0","velocity:1","velocity:2","GradW","ShepardCoeff","Points:0","Points:1","Points:2"
1,-4.15543e+00,-7.99498e+05,4.26369e+02,-1.61881e+00,-5.75403e-02,1.57178e-03,4.09886e+12,1.01810e+00,1.10000e-01,3.80000e-02,0.00000e+00
1,-3.87924e+00,-6.47031e+05,4.01625e+02,-1.60521e+00,-5.01220e-02,1.28080e-03,4.12883e+12,1.01951e+00,1.20000e-01,3.80000e-02,0.00000e+00
1,-3.64175e+00,-5.51040e+05,3.79079e+02,-1.59907e+00,-4.39353e-02,1.56364e-03,4.16853e+12,1.02303e+00,1.30000e-01,3.80000e-02,0.00000e+00
1,-3.41786e+00,-4.80775e+05,3.57090e+02,-1.59832e+00,-3.90856e-02,2.01448e-03,4.16088e+12,1.02534e+00,1.40000e-01,3.80000e-02,0.00000e+00
1,-3.18847e+00,-4.50384e+05,3.33056e+02,-1.58461e+00,-3.44351e-02,3.60141e-03,4.08140e+12,1.01847e+00,1.50000e-01,3.80000e-02,0.00000e+00
1,-2.99740e+00,-4.32141e+05,3.12781e+02,-1.58307e+00,-3.06457e-02,2.91814e-03,4.06370e+12,1.01777e+00,1.60000e-01,3.80000e-02,0.00000e+00
1,-2.80814e+00,-4.15112e+05,2.92660e+02,-1.57671e+00,-2.56588e-02,1.50740e-03,4.05195e+12,1.01430e+00,1.70000e-01,3.80000e-02,0.00000e+00
1,-2.64489e+00,-4.00324e+05,2.75308e+02,-1.57854e+00,-2.26710e-02,1.56634e-03,4.07813e+12,1.01585e+00,1.80000e-01,3.80000e-02,0.00000e+00
1,-2.51455e+00,-3.81050e+05,2.61725e+02,-1.59512e+00,-2.07551e-02,4.93747e-04,4.20367e+12,1.02807e+00,1.90000e-01,3.80000e-02,0.00000e+00
1,-2.32888e+00,-3.58322e+05,2.42204e+02,-1.57237e+00,-1.93957e-02,-1.07378e-03,4.08123e+12,1.01441e+00,2.00000e-01,3.80000e-02,0.00000e+00
1,-2.21176e+00,-3.45044e+05,2.29852e+02,-1.58610e+00,-1.99315e-02,-1.31219e-03,4.11682e+12,1.02503e+00,2.10000e-01,3.80000e-02,0.00000e+00
1,-2.07134e+00,-3.23449e+05,2.15248e+02,-1.58313e+00,-1.99418e-02,-1.14608e-03,4.10756e+12,1.02316e+00,2.20000e-01,3.80000e-02,0.00000e+00
1,-1.94304e+00,-3.06729e+05,2.01795e+02,-1.58163e+00,-1.98944e-02,-1.14525e-03,4.08780e+12,1.02221e+00,2.30000e-01,3.80000e-02,0.00000e+00
1,-1.82402e+00,-2.87929e+05,1.89435e+02,-1.58375e+00,-1.83896e-02,-1.10785e-03,4.12386e+12,1.02357e+00,2.40000e-01,3.80000e-02,0.00000e+00
1,-1.70842e+00,-2.70611e+05,1.77396e+02,-1.58104e+00,-1.61578e-02,-5.37437e-04,4.11301e+12,1.02172e+00,2.50000e-01,3.80000e-02,0.00000e+00
1,-1.60265e+00,-2.56732e+05,1.66308e+02,-1.57873e+00,-1.49721e-02,-1.90798e-04,4.10431e+12,1.02031e+00,2.60000e-01,3.80000e-02,0.00000e+00
1,-1.50553e+00,-2.43750e+05,1.56137e+02,-1.57928e+00,-1.47070e-02,5.48147e-04,4.07123e+12,1.02148e+00,2.70000e-01,3.80000e-02,0.00000e+00
1,-1.42159e+00,-2.31814e+05,1.47371e+02,-1.58789e+00,-1.41146e-02,7.90760e-04,4.12746e+12,1.02783e+00,2.80000e-01,3.80000e-02,0.00000e+00
1,-1.33449e+00,-2.23191e+05,1.38140e+02,-1.58417e+00,-1.32628e-02,-2.85947e-04,4.16870e+12,1.02672e+00,2.90000e-01,3.80000e-02,0.00000e+00
1,-1.23959e+00,-2.08839e+05,1.28262e+02,-1.56682e+00,-1.25952e-02,-3.78740e-04,4.08122e+12,1.01661e+00,3.00000e-01,3.80000e-02,0.00000e+00
1,-1.17896e+00,-1.99565e+05,1.21954e+02,-1.58447e+00,-1.28783e-02,-8.26918e-04,4.13071e+12,1.02931e+00,3.10000e-01,3.80000e-02,0.00000e+00
1,-1.10041e+00,-1.88857e+05,1.13736e+02,-1.57398e+00,-1.19982e-02,8.59131e-05,4.08153e+12,1.02411e+00,3.20000e-01,3.80000e-02,0.00000e+00
1,-1.03496e+00,-1.79817e+05,1.06891e+02,-1.57454e+00,-1.06482e-02,4.36744e-04,4.08366e+12,1.02570e+00,3.30000e-01,3.80000e-02,0.00000e+00
1,-9.73605e-01,-1.72458e+05,1.00435e+02,-1.57546e+00,-9.52601e-03,2.70414e-04,4.08505e+12,1.02744e+00,3.40000e-01,3.80000e-02,0.00000e+00
1,-9.19309e-01,-1.66215e+05,9.47118e+01,-1.58443e+00,-7.17608e-03,3.10514e-05,4.18951e+12,1.03406e+00,3.50000e-01,3.80000e-02,0.00000e+00
1,-8.56743e-01,-1.58179e+05,8.81474e+01,-1.57032e+00,-5.83868e-03,-2.93698e-04,4.10173e+12,1.02550e+00,3.60000e-01,3.80000e-02,0.00000e+00
1,-8.01361e-01,-1.47522e+05,8.24649e+01,-1.56601e+00,-5.33039e-03,1.95206e-04,4.08257e+12,1.02299e+00,3.70000e-01,3.80000e-02,0.00000e+00
1,-7.53866e-01,-1.41078e+05,7.74942e+01,-1.57011e+00,-4.40367e-03,3.24071e-04,4.09004e+12,1.02556e+00,3.80000e-01,3.80000e-02,0.00000e+00
1,-7.05677e-01,-1.32060e+05,7.25406e+01,-1.56761e+00,-3.66612e-03,-3.23784e-04,4.07719e+12,1.02313e+00,3.90000e-01,3.80000e-02,0.00000e+00
1,-6.57799e-01,-1.23456e+05,6.76061e+01,-1.55887e+00,-1.49685e-03,-9.68822e-04,4.07155e+12,1.01639e+00,4.00000e-01,3.80000e-02,0.00000e+00
1,-6.12878e-01,-1.13497e+05,6.30445e+01,-1.55026e+00,1.55712e-03,-1.01540e-03,4.05979e+12,1.01103e+00,4.10000e-01,3.80000e-02,0.00000e+00
1,-5.78354e-01,-1.06475e+05,5.95160e+01,-1.55974e+00,3.41400e-03,-7.00008e-04,4.11482e+12,1.01793e+00,4.20000e-01,3.80000e-02,0.00000e+00
1,-5.43614e-01,-9.81577e+04,5.60105e+01,-1.56335e+00,3.76632e-03,-3.15300e-04,4.11753e+12,1.02086e+00,4.30000e-01,3.80000e-02,0.00000e+00
1,-5.05204e-01,-9.07643e+04,5.20696e+01,-1.55097e+00,2.59144e-03,4.15730e-04,4.07221e+12,1.01280e+00,4.40000e-01,3.80000e-02,0.00000e+00
1,-4.75521e-01,-8.48019e+04,4.90330e+01,-1.55793e+00,2.22365e-03,1.01195e-03,4.08049e+12,1.01637e+00,4.50000e-01,3.80000e-02,0.00000e+00
1,-4.43727e-01,-7.85830e+04,4.57745e+01,-1.55342e+00,2.20373e-03,1.09585e-03,4.10043e+12,1.01204e+00,4.60000e-01,3.80000e-02,0.00000e+00
1,-4.14179e-01,-7.36692e+04,4.27148e+01,-1.54729e+00,2.78041e-03,1.30233e-03,4.05169e+12,1.00718e+00,4.70000e-01,3.80000e-02,0.00000e+00
1,-3.93258e-01,-6.96394e+04,4.05683e+01,-1.56660e+00,3.10173e-03,2.44162e-03,4.15099e+12,1.01930e+00,4.80000e-01,3.80000e-02,0.00000e+00
1,-3.71279e-01,-6.34109e+04,3.83855e+01,-1.58104e+00,3.08056e-03,2.94482e-03,4.09529e+12,1.02803e+00,4.90000e-01,3.80000e-02,0.00000e+00
1,-3.47742e-01,-5.89596e+04,3.59677e+01,-1.58046e+00,3.42507e-03,2.74613e-03,4.13440e+12,1.02711e+00,5.00000e-01,3.80000e-02,0.00000e+00
1,-3.21298e-01,-5.37862e+04,3.32576e+01,-1.56032e+00,3.08258e-03,1.54221e-03,4.06606e+12,1.01334e+00,5.10000e-01,3.80000e-02,0.00000e+00
1,-3.02407e-01,-4.98803e+04,3.13290e+01,-1.56899e+00,2.46843e-03,2.26210e-04,4.11902e+12,1.01798e+00,5.20000e-01,3.80000e-02,0.00000e+00
1,-2.84360e-01,-4.58083e+04,2.94991e+01,-1.57726e+00,1.49215e-03,4.64230e-05,4.09492e+12,1.02205e+00,5.30000e-01,3.80000e-02,0.00000e+00
1,-2.66305e-01,-4.06030e+04,2.77092e+01,-1.58202e+00,1.89655e-03,7.67786e-05,4.10208e+12,1.02372e+00,5.40000e-01,3.80000e-02,0.00000e+00
1,-2.50471e-01,-3.71511e+04,2.60992e+01,-1.58736e+00,2.35802e-03,-1.95558e-04,4.11569e+12,1.02704e+00,5.50000e-01,3.80000e-02,0.00000e+00
1,-2.34353e-01,-3.31301e+04,2.44787e+01,-1.58889e+00,2.86082e-03,-1.42406e-03,4.10690e+12,1.02851e+00,5.60000e-01,3.80000e-02,0.00000e+00
1,-2.19447e-01,-2.76812e+04,2.30426e+01,-1.59456e+00,1.24254e-03,-2.30607e-03,4.18502e+12,1.03193e+00,5.70000e-01,3.80000e-02,0.00000e+00
1,-2.03521e-01,-2.48362e+04,2.14006e+01,-1.57984e+00,9.42641e-04,-2.58741e-03,4.03428e+12,1.02192e+00,5.80000e-01,3.80000e-02,0.00000e+00
1,-1.93419e-01,-2.23112e+04,2.03851e+01,-1.60294e+00,2.55965e-03,-2.84403e-03,4.13697e+12,1.03752e+00,5.90000e-01,3.80000e-02,0.00000e+00
1,-1.79035e-01,-2.03149e+04,1.88814e+01,-1.58463e+00,1.29107e-03,-4.18081e-03,4.08280e+12,1.02606e+00,6.00000e-01,3.80000e-02,0.00000e+00
1,-1.68617e-01,-1.84506e+04,1.78073e+01,-1.59078e+00,2.73207e-04,-4.65994e-03,4.13496e+12,1.03042e+00,6.10000e-01,3.80000e-02,0.00000e+00
1,-1.58032e-01,-1.64729e+04,1.67191e+01,-1.59173e+00,-2.81678e-04,-3.26158e-03,4.12099e+12,1.03115e+00,6.20000e-01,3.80000e-02,0.00000e+00
1,-1.46654e-01,-1.33420e+04,1.55858e+01,-1.58535e+00,-1.78604e-04,-1.06354e-04,4.10525e+12,1.02643e+00,6.30000e-01,3.80000e-02,0.00000e+00
1,-1.37641e-01,-1.25448e+04,1.46271e+01,-1.58407e+00,2.06519e-03,2.17123e-03,4.25919e+12,1.02557e+00,6.40000e-01,3.80000e-02,0.00000e+00
1,-1.28235e-01,-1.00168e+04,1.36879e+01,-1.58107e+00,5.30717e-03,3.83643e-03,4.14878e+12,1.02377e+00,6.50000e-01,3.80000e-02,0.00000e+00
1,-1.20287e-01,-8.80660e+03,1.28609e+01,-1.58448e+00,6.43788e-03,5.29833e-03,4.16231e+12,1.02683e+00,6.60000e-01,3.80000e-02,0.00000e+00
1,-1.11496e-01,-5.54450e+03,1.20158e+01,-1.57718e+00,4.90705e-03,5.43993e-03,4.07392e+12,1.02229e+00,6.70000e-01,3.80000e-02,0.00000e+00
1,-1.06162e-01,-5.33208e+03,1.14390e+01,-1.60006e+00,2.71115e-03,4.28834e-03,4.24711e+12,1.03692e+00,6.80000e-01,3.80000e-02,0.00000e+00
1,-9.81151e-02,-1.10810e+03,1.07102e+01,-1.59761e+00,5.91840e-04,3.61532e-03,4.10685e+12,1.03577e+00,6.90000e-01,3.80000e-02,0.00000e+00
1,-9.21034e-02,-3.33994e+02,1.00795e+01,-1.60308e+00,-5.36881e-04,3.78155e-03,4.27879e+12,1.03937e+00,7.00000e-01,3.80000e-02,0.00000e+00
1,-8.49940e-02,4.66795e+02,9.32955e+00,-1.58358e+00,-7.02776e-04,3.50596e-03,4.06057e+12,1.02610e+00,7.10000e-01,3.80000e-02,0.00000e+00
1,-8.01991e-02,1.95362e+03,8.85798e+00,-1.60199e+00,1.93067e-03,2.34363e-03,4.15794e+12,1.03770e+00,7.20000e-01,3.80000e-02,0.00000e+00
1,-7.48504e-02,1.51468e+03,8.25605e+00,-1.59336e+00,2.82522e-03,5.50553e-04,4.08091e+12,1.03215e+00,7.30000e-01,3.80000e-02,0.00000e+00
1,-6.91300e-02,3.15519e+03,7.68865e+00,-1.58190e+00,5.36728e-03,-1.94355e-03,4.09574e+12,1.02476e+00,7.40000e-01,3.80000e-02,0.00000e+00
1,-6.44894e-02,3.60233e+03,7.19636e+00,-1.57895e+00,6.10551e-03,-3.01862e-03,4.08403e+12,1.02247e+00,7.50000e-01,3.80000e-02,0.00000e+00
1,-6.02945e-02,5.13771e+03,6.79230e+00,-1.58968e+00,5.96834e-03,-3.69220e-03,4.10633e+12,1.02866e+00,7.60000e-01,3.80000e-02,0.00000e+00
1,-5.60344e-02,6.02042e+03,6.35747e+00,-1.58828e+00,4.62924e-03,-4.33207e-03,4.11372e+12,1.02748e+00,7.70000e-01,3.80000e-02,0.00000e+00
1,-5.24786e-02,6.91663e+03,6.00030e+00,-1.59670e+00,1.33356e-03,-4.91948e-03,4.11849e+12,1.03353e+00,7.80000e-01,3.80000e-02,0.00000e+00
1,-4.83101e-02,7.19820e+03,5.55376e+00,-1.57724e+00,-8.46357e-04,-4.10688e-03,4.07665e+12,1.02152e+00,7.90000e-01,3.80000e-02,0.00000e+00
1,-4.50756e-02,7.90855e+03,5.22506e+00,-1.57986e+00,-2.30228e-03,-3.94471e-03,4.07257e+12,1.02342e+00,8.00000e-01,3.80000e-02,0.00000e+00
