bottle.stl
Opening bottle.stl.
-9.970966 59.068237 2.374900 
-10.541367 59.004833 1.490767 
-8.940499 59.422466 2.149600 
-9.428933 59.276997 1.345200 
-8.310300 60.105301 2.000300 
-8.616467 59.836597 1.228133 
-8.079000 61.017933 1.940667 
-8.263000 60.695965 1.173467 
-7.982667 61.914032 1.918000 
-8.154300 61.626934 1.158700 
-6.790833 62.590534 1.686867 
-7.499134 62.395802 1.119667 
-4.186634 62.856800 0.797133 
-8.883533 5.617400 -0.819000 
-12.845035 5.918033 -0.561700 
-13.000199 5.172033 -1.781333 
-9.938267 8.638467 -0.329733 
-11.161700 7.651200 -1.424233 
-8.064067 11.207433 -0.304633 
-8.264000 10.416500 -1.070733 
-9.898800 15.222168 -0.375367 
-8.774333 13.610200 -1.044900 
-15.622467 23.289232 -0.498267 
-13.203534 20.061632 -1.263100 
-22.555502 34.390934 -0.601633 
-20.148134 30.453798 -1.570467 
-25.912802 44.652996 -0.611667 
-25.258066 41.490433 -1.763933 
-23.124268 51.204834 -0.531133 
-24.657301 49.510132 -1.721933 
-17.028433 54.420368 -0.458700 
-19.135332 53.659939 -1.540100 
-12.471900 56.017334 -0.461633 
-13.543300 55.599072 -1.425467 
-11.126766 57.025928 -0.509233 
-11.120767 56.730732 -1.459133 
-11.579833 57.746967 -0.548833 
-11.210067 57.533966 -1.564800 
-12.085800 58.277496 -0.555667 
-11.863200 58.118633 -1.639633 
-12.017467 58.651836 -0.535100 
-12.004167 58.544033 -1.639600 
-11.333633 58.880871 -0.489633 
-11.527034 58.820236 -1.562100 
-10.247133 59.068237 -0.436067 
-10.548934 59.004833 -1.429933 
-9.187500 59.422466 -0.397333 
-9.435233 59.276997 -1.294500 
-8.535900 60.105301 -0.384700 
-8.618333 59.836597 -1.205800 
-8.295266 61.017933 -0.384700 
-8.261901 60.695965 -1.170767 
-8.196067 61.914032 -0.380900 
-8.152934 61.626934 -1.157233 
-6.987501 62.590565 -0.271100 
-7.512733 62.395802 -1.012400 
-4.241333 62.856869 -0.400167 
-8.319500 5.617400 -3.213467 
-12.197200 5.918033 -4.040634 
-12.017300 5.172033 -5.266067 
-9.465333 8.638467 -3.017067 
-10.345634 7.651200 -4.413833 
-7.678100 11.207433 -2.369667 
-7.655933 10.416500 -3.221500 
-9.460233 15.222168 -2.452267 
-8.163899 13.610200 -3.010900 
-15.018666 23.289232 -3.043900 
-12.399700 20.061632 -3.563467 
-21.771467 34.390934 -3.752700 
-19.060766 30.453798 -4.461333 
-25.062265 44.652996 -4.100334 
-23.982935 41.490433 -5.120167 
-22.365501 51.204834 -3.884600 
-23.425165 49.510132 -5.110633 
-16.414732 54.420368 -3.445133 
-18.111769 53.659939 -4.598733 
-11.931400 56.017334 -3.255033 
-12.695801 55.599072 -4.193233 
-10.573200 57.025898 -3.397600 
-10.312267 56.730701 -4.229633 
-10.983700 57.746967 -3.648633 
-10.352633 57.533936 -4.531533 
-11.466968 58.277496 -3.788333 
-10.957100 58.118633 -4.781367 
-11.407367 58.651836 -3.751500 
-11.092601 58.544033 -4.816234 
-10.763433 58.880871 -3.538000 
-10.656899 58.820236 -4.622867 
-9.734767 59.068237 -3.216867 
-9.755767 59.004833 -4.252467 
-8.727567 59.422466 -2.916833 
-8.725266 59.276997 -3.845300 
-8.104833 60.105301 -2.743167 
-7.966234 59.836597 -3.557034 
-7.873534 61.017933 -2.683533 
-7.633867 60.695965 -3.434767 
-7.779133 61.914032 -2.653533 
-7.533000 61.626934 -3.393733 
-6.646166 62.590565 -2.210300 
-6.955633 62.395802 -3.075100 
-3.972067 62.856869 -1.569900 
-7.147600 5.617400 -5.382800 
-10.650500 5.918033 -7.238000 
-10.163500 5.172033 -8.380401 
-8.293900 8.638467 -5.494467 
-8.778600 7.651200 -7.093200 
-6.736233 11.207433 -4.269700 
-6.493800 10.416500 -5.145833 
-8.382167 15.222168 -4.358200 
-6.976600 13.610200 -4.765067 
-13.477699 23.289232 -5.377200 
-10.756367 20.061632 -5.613134 
-19.696501 34.390934 -6.642033 
-16.732300 30.453798 -7.038233 
-22.758432 44.652996 -7.303167 
-21.182634 41.490433 -8.116334 
-20.302599 51.204834 -6.967434 
-20.715134 49.510132 -8.140000 
-14.797734 54.420368 -6.191600 
-15.928833 53.659939 -7.334167 
-10.592734 56.017334 -5.821634 
-10.997566 55.599072 -6.666200 
-9.258901 57.025898 -6.049099 
-8.774867 56.730732 -6.702700 
-9.580067 57.746933 -6.494067 
-8.747167 57.533936 -7.179433 
-10.003500 58.277496 -6.757000 
-9.257367 58.118633 -7.586733 
-9.956800 58.651836 -6.706500 
-9.377467 58.544033 -7.654200 
-9.400001 58.880871 -6.339900 
-9.014501 58.820236 -7.358634 
-8.504834 59.068237 -5.773600 
-8.255433 59.004833 -6.776033 
-7.624300 59.422466 -5.233133 
-7.382833 59.276997 -6.125700 
-7.076567 60.105301 -4.910500 
-6.736866 59.836597 -5.658033 
-6.871700 61.017933 -4.795400 
-6.452867 60.695965 -5.457200 
-6.789066 61.914032 -4.741267 
-6.367300 61.626934 -5.391600 
-5.814566 62.590534 -3.995667 
-5.894000 62.395733 -4.921566 
-3.412566 62.856831 -2.629767 
-5.463767 5.617400 -7.158133 
-8.342933 5.918033 -9.910900 
-7.579867 5.172033 -10.876367 
-6.530033 8.638467 -7.574700 
-6.581266 7.651200 -9.249933 
-5.306200 11.207433 -5.860600 
-4.857600 10.416500 -6.690667 
-6.671833 15.222168 -5.947966 
-5.243767 13.610200 -6.167233 
-10.888534 23.289232 -7.320066 
-8.209534 20.061632 -7.247866 
-16.081699 34.390934 -9.049267 
-12.959201 30.453798 -9.095033 
-18.691767 44.652996 -9.976434 
-16.555000 41.490433 -10.513101 
-16.696867 51.204834 -9.545567 
-16.249268 49.510132 -10.568767 
-12.085366 54.420368 -8.489700 
-12.440768 53.659939 -9.528466 
-8.489533 56.017334 -7.966367 
-8.446134 55.599072 -8.647233 
-7.283367 57.025898 -8.261901 
-6.593166 56.730701 -8.680834 
-7.492033 57.746967 -8.868533 
-6.512200 57.533936 -9.297200 
-7.825334 58.277496 -9.235733 
-6.892834 58.118633 -9.832000 
-7.794900 58.651836 -9.175400 
-6.988767 58.544033 -9.927133 
-7.365034 58.880871 -8.682467 
-6.724733 58.820236 -9.551467 
-6.667400 59.068237 -7.912134 
-6.162401 59.004833 -8.799701 
-5.976400 59.422466 -7.170334 
-5.510233 59.276997 -7.954233 
-5.542734 60.105301 -6.722000 
-5.023700 59.836597 -7.341534 
-5.378933 61.017933 -6.559667 
-4.808367 60.695965 -7.076800 
-5.313934 61.914032 -6.485334 
-4.744300 61.626934 -6.991500 
-4.567700 62.590534 -5.491867 
-4.409300 62.395802 -6.405200 
-2.608600 62.856800 -3.497066 
5.087833 60.200001 -1.487433 
8.384033 60.202133 -1.641667 
7.647600 60.201069 -3.129100 
8.758567 60.945538 -1.667567 
8.215067 60.574337 -3.309200 
9.274067 65.288628 -1.806167 
8.515800 63.302601 -3.473700 
10.334100 74.111534 -2.044733 
9.350866 70.693001 -3.850900 
11.322333 82.198662 -2.207633 
10.407033 79.864265 -4.252367 
11.750466 85.626930 -2.245800 
11.015700 85.079895 -4.453434 
11.761300 86.227295 -2.228333 
11.117534 86.200531 -4.474100 
10.831567 86.781464 -1.964033 
10.649167 86.517670 -4.192333 
7.614367 88.476662 -1.161200 
8.507767 87.760864 -3.125200 
3.969466 89.528198 -1.161200 
3.470567 60.199966 -3.997033 
6.149766 60.202133 -5.898966 
4.741200 60.201035 -6.766833 
6.449934 60.945538 -6.122800 
5.120966 60.574337 -7.225067 
6.808933 65.288628 -6.521133 
5.286467 63.302601 -7.528500 
7.571667 74.111534 -7.300800 
5.787867 70.693001 -8.303400 
8.313967 82.198662 -7.977100 
6.461800 79.864265 -9.219367 
8.652567 85.626930 -8.242567 
6.866100 85.079895 -9.721500 
8.670834 86.227295 -8.233800 
6.940567 86.200531 -9.794600 
8.031633 86.781464 -7.506100 
6.697000 86.517670 -9.301700 
5.761100 88.476662 -5.084433 
5.467367 87.760864 -7.236933 
2.707700 89.528198 -3.120367 
0.756300 60.199966 -5.232633 
1.986033 60.202103 -8.284866 
0.320367 60.201035 -8.238033 
2.118467 60.945538 -8.636266 
0.392000 60.574337 -8.828032 
2.207800 65.288628 -9.167500 
0.368733 63.302601 -9.172867 
2.433400 74.111534 -10.240567 
0.375700 70.693001 -10.097199 
2.697400 82.198662 -11.216133 
0.452700 79.864265 -11.234633 
2.841000 85.626930 -11.625234 
0.524500 85.079895 -11.877566 
2.861334 86.227295 -11.628201 
0.548267 86.200531 -11.979900 
2.714500 86.781464 -10.668934 
0.609100 86.517670 -11.434601 
2.105800 88.476662 -7.398734 
0.687567 87.760864 -9.035033 
0.590067 89.528198 -4.085000 
-2.203200 60.200001 -4.808667 
-2.826667 60.202133 -8.030366 
-4.198866 60.201069 -7.110533 
-2.905500 60.945538 -8.396466 
-4.458400 60.574337 -7.645533 
-3.114866 65.288628 -8.891933 
-4.662533 63.302601 -7.923600 
-3.500000 74.111534 -9.916867 
-5.151433 70.693001 -8.706134 
-3.800667 82.198662 -10.880267 
-5.695633 79.864265 -9.705800 
-3.899167 85.626930 -11.301900 
-5.979633 85.079895 -10.285999 
-3.883500 86.227295 -11.315300 
-6.014333 86.200531 -10.384900 
-3.490267 86.781464 -10.428867 
-5.669700 86.517670 -9.957833 
-2.238933 88.476662 -7.349533 
-4.311266 87.760864 -7.977667 
-1.718867 89.528198 -3.753967 
-4.458833 60.199966 -2.858433 
-6.729400 60.202133 -5.240533 
-7.384300 60.201035 -3.711367 
-6.993567 60.945499 -5.506567 
-7.892267 60.574337 -4.021267 
-7.434700 65.288628 -5.809233 
-8.212633 63.302567 -4.143000 
-8.306834 74.111534 -6.462000 
-9.042300 70.693001 -4.533333 
-9.075067 82.198662 -7.109567 
-10.034734 79.864265 -5.076400 
-9.383433 85.626930 -7.411367 
-10.583800 85.079895 -5.409267 
-9.377234 86.227295 -7.431333 
-10.665833 86.200531 -5.473567 
-8.569667 86.781464 -6.898901 
-10.146267 86.517670 -5.302733 
-5.859267 88.476662 -4.985433 
-7.938133 87.760864 -4.377634 
-3.478733 89.528198 -2.231500 
-5.301267 60.199936 0.000000 
-8.501634 60.202103 -0.772800 
-8.226733 60.201000 0.853000 
-8.867634 60.945499 -0.852967 
-8.822033 60.574337 0.866400 
-9.400733 65.288597 -0.866400 
-9.156934 63.302601 0.938400 
-10.483700 74.111534 -0.938433 
-10.064067 70.693001 1.062367 
-11.476367 82.198662 -1.062367 
-11.189834 79.864265 1.147000 
-11.897167 85.626930 -1.147000 
-11.830033 85.079895 1.166833 
-11.902432 86.227295 -1.166833 
-11.933368 86.200531 1.157767 
-10.936433 86.781464 -1.157767 
-11.403934 86.517670 1.020467 
-7.625633 88.476662 -1.020433 
-9.047199 87.760864 0.603300 
-4.135967 89.528198 0.000000 
-4.458833 60.199966 2.858433 
-7.571833 60.202103 3.927700 
-6.454533 60.201035 5.160300 
-7.923367 60.945538 4.057600 
-6.947933 60.574337 5.493100 
-8.378966 65.288628 4.337400 
-7.190900 63.302601 5.737200 
-9.328601 74.111534 4.867867 
-7.887199 70.693001 6.338033 
-10.230167 82.198662 5.304867 
-8.788501 79.864265 7.024867 
-10.629634 85.626930 5.462866 
-9.316300 85.079895 7.391467 
-10.644767 86.227295 5.449133 
-9.408166 86.200531 7.440367 
-9.827333 86.781464 4.932133 
-9.037200 86.517670 7.036167 
-6.968367 88.476662 3.251933 
-7.280867 87.760864 5.402567 
-3.478700 89.528198 2.231500 
-2.203200 60.200001 4.808667 
-0.394967 60.199966 2.723000 
-4.239867 60.202133 7.392967 
-2.639133 60.201069 7.814034 
-4.465233 60.945538 7.692999 
-2.874367 60.574337 8.360100 
-4.698933 65.288628 8.177333 
-2.948533 63.302601 8.697534 
-5.214000 74.111534 9.142900 
-3.213667 70.693001 9.582367 
-5.738400 82.198662 10.004066 
-3.605233 79.864265 10.651834 
-5.989633 85.626930 10.355900 
-3.853300 85.079895 11.248300 
-6.009767 86.227295 10.352967 
-3.904533 86.200531 11.339767 
-5.600067 86.781464 9.474000 
-3.809200 86.517670 10.799466 
-4.099433 88.476662 6.507933 
-3.208700 87.760864 8.475200 
-1.410733 89.864098 1.628200 
-1.718900 89.528168 3.754000 
0.756300 60.199966 5.232633 
1.151300 60.199966 2.509600 
0.439733 60.202133 8.498300 
2.027000 60.201069 8.002433 
0.411800 60.945538 8.871799 
2.125267 60.574337 8.588799 
0.474567 65.288628 9.406766 
2.244133 63.302601 8.913766 
0.557967 74.111534 10.499700 
2.495933 70.693001 9.803767 
0.577167 82.198662 11.509500 
2.740133 79.864265 10.917900 
0.553633 85.626930 11.942000 
2.851000 85.079895 11.555367 
0.534833 86.227295 11.950433 
2.856767 86.200531 11.660133 
0.406000 86.781464 10.988667 
2.644900 86.517670 11.152801 
0.070033 88.476662 7.680533 
1.893967 87.760864 8.868466 
-0.308167 89.864098 2.125800 
0.590100 89.528198 4.084967 
3.470567 60.200001 3.997033 
4.981800 60.202133 6.921134 
6.030333 60.201069 5.638700 
5.160833 60.945499 7.250999 
6.430100 60.574337 6.079033 
5.499800 65.288628 7.667133 
6.703033 63.302567 6.287233 
6.155100 74.111534 8.542033 
7.389367 70.693001 6.898300 
6.712500 82.198662 9.382267 
8.189500 79.864265 7.702233 
6.924833 85.626930 9.759667 
8.623401 85.079895 8.178166 
6.913567 86.227295 9.777134 
8.684234 86.200531 8.263234 
6.287966 86.781464 9.037434 
8.234700 86.517670 7.952000 
4.223433 88.476662 6.434134 
6.378600 87.760864 6.438933 
2.707700 89.528198 3.120400 
5.087833 60.200001 1.487433 
7.934733 60.202133 3.129100 
8.143434 60.201069 1.487400 
8.262700 60.945499 3.309233 
8.718700 60.574337 1.641667 
8.770433 65.288597 3.473733 
9.060733 63.302601 1.667533 
9.789166 74.111534 3.850900 
9.966900 70.693001 1.806133 
10.706300 82.198662 4.252367 
11.071599 79.864265 2.044733 
11.085866 85.626930 4.453434 
11.691733 85.079895 2.207633 
11.085300 86.227295 4.474133 
11.788334 86.200531 2.245800 
10.160800 86.781464 4.192367 
11.240634 86.517670 2.228300 
7.022867 88.476662 3.125233 
8.858300 87.760864 1.964000 
3.969466 89.528198 1.161167 
